date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-01-01,3,-2.3,10,0,,69,3.4,,1021.6,
2022-01-02,4.1,-0.8,14.4,0.1,,58,2.9,,1020.4,
2022-01-03,4.5,-0.6,12.8,0,,52,4.1,,1018.7,
2022-01-04,4,1.9,8.4,5.4,,65,4,,1019.4,
2022-01-05,3.3,1.6,5.4,10.5,,88,5.4,,1018,
2022-01-06,5.7,2.5,7.4,20.1,,90,4.4,,1017.6,
2022-01-07,7.8,3.2,9.8,0,,97,6.8,,1017,
2022-01-08,4.6,0.5,9.4,15,,96,7.8,,1016.6,
2022-01-09,2.2,-0.2,9.4,0,,95,4.7,,1016.4,
2022-01-10,3.8,-0.3,6.6,42.9,,75,4.5,,1017.8,
2022-01-11,6.1,-8.7,9,0,,65,3,,1018,
2022-01-12,5.7,0.1,11,6.1,,41,3.9,,1016.9,
2022-01-13,5.4,-7.6,8,0,,54,3.6,,1017.3,
2022-01-14,0.2,-5.8,10.2,0,,58,3.3,,1017.7,
2022-01-15,1.5,-5.1,12.4,0,,45,3.4,,1018.4,
2022-01-16,3.9,-2.6,12,0,,37,3.2,,1018.6,
2022-01-17,3.7,-1,11.8,0.5,,66,3.3,,1019.4,
2022-01-18,4.3,-1.8,12.8,0,,48,3.3,,1017.7,
2022-01-19,3.9,-2.9,11,4,,49,3.2,,1015.3,
2022-01-20,5.4,3.1,12.5,2,,104,3.2,,1012.5,
2022-01-21,5.5,1.6,7,0.5,,104,4.4,,1012.9,
2022-01-22,4.1,2.1,9.1,0,,89,6.6,,1008.5,
2022-01-23,1.1,-0.3,6.4,23.1,,89,5.5,,1011.4,
2022-01-24,1.2,0,2,18,,66,2.7,,1014.3,
2022-01-25,2.8,-0.1,4.6,0.8,,66,3,,1014.4,
2022-01-26,2.8,0,6,6.1,,41,2.8,,1016,
2022-01-27,4.2,0.3,6.8,2,,21,4.4,,1017.3,
2022-01-28,8.1,2,9.8,0,,34,4.9,,1016,
2022-01-29,2.8,-2.7,12.2,0,,35,4.2,,1015.8,
2022-01-30,3.1,-2.3,12.4,0,,34,6.3,,1012.4,
2022-01-31,2.9,-2.8,13,0.2,,54,3.4,,1011.9,
2022-02-01,0.9,-4.2,11,0,,35,5.8,,1011.9,
2022-02-02,2.8,-4.2,11,2.3,,56,5,,1010.4,
2022-02-03,1.4,-0.8,1.8,2,,69,4.8,,1008.8,
2022-02-04,0.4,-0.4,2.5,0,,22,2.9,,1011.4,
2022-02-05,5.7,-2.1,8.8,33,,50,2.8,,1013.9,
2022-02-06,9,1.2,12,0,,39,3,,1015.9,
2022-02-07,1.7,-5.9,11.8,0,,46,3.6,,1016.7,
2022-02-08,2.8,-2.6,12.6,0,,36,3.7,,1015,
2022-02-09,1.5,-4.1,7.8,1.8,,67,3.5,,1016.8,
2022-02-10,5.8,1.6,9.9,3,,17,6.3,,1018.3,
